Nomer, Name, Genres
72018,H.H. Holmes: America's First Serial Killer (2004),Crime|Documentary|
72032,Forever (2006),Documentary|
72041,Tormented (2009),Comedy|Horror|
72092,23 Paces to Baker Street (1956),Mystery|Thriller|
72102,Ryan (2004),Animation|Documentary|Drama|Fantasy|
72117,Misérables, Les (1935),Drama|Romance|
72142,Love Exposure (Ai No Mukidashi) (2008),Action|Comedy|Drama|Romance|
72161,99 River Street (1953),Action|Crime|Drama|Film-Noir|
72169,Good Hair (2009),Comedy|Documentary|
72204,Salvage (2006),Horror|Mystery|Thriller|
72224,Gentlemen Broncos (2009),Comedy|
72249,Coco Chanel & Igor Stravinsky (2009),Drama|Romance|
72265,Not Easily Broken (2009),Drama|Romance|
72281,Amour fou, L' (1969),Drama|
72292,Barren Lives (Vidas Secas) (1963),Drama|
72302,Outskirts (Okraina) (1933),Drama|War|
72315,Hell's Hinges (1916),Romance|Western|
72332,Introduction to Physics, An (2009),Adventure|Comedy|Documentary|Fantasy|
72342,Last Stop for Paul (2006),Comedy|
72363,Chechahcos, The (1924),Adventure|Drama|
72380,Box, The (2009),Drama|Horror|Mystery|Sci-Fi|Thriller|
72395,Precious (2009),Drama|
72424,Derailed (2002),Action|Thriller|
72489,Ninja Assassin (2009),Action|Crime|Drama|Thriller|
72512,Efectos secundarios (2006),Comedy|
72552,Oxford Blues (1984),Comedy|Drama|
72571,Doomwatch (1972),Mystery|Sci-Fi|Thriller|
72587,Pure One (Pakeezah) (1972),Drama|Musical|Romance|
72601,Teenage Mutant Ninja Turtles: Turtles Forever (2009),Action|Adventure|Animation|Comedy|Thriller|
72609,Nine Ways to Approach Helsinki (Yhdeksän tapaa lähestyä Helsinkiä) (1982),Documentary|
72624,Garage (2007),Drama|
72632,Before I Self Destruct (2009),Drama|
72643,Happiness (Schastye) (1934),Comedy|Drama|
72651,Italian Straw Hat, The (Un chapeau de paille d'Italie) (1928),Comedy|
72670,Asylum (2008),Horror|Thriller|
72681,Anatahan (1953),Drama|War|
72696,Old Dogs (2009),Comedy|
72712,Objectified (2009),Documentary|
72722,Kill Switch (2008),Action|Crime|Drama|Thriller|
72733,Invictus (2009),Drama|
72751,Two Rode Together (1961),Western|
72781,Red Chapel (Røde kapel) (2006),Comedy|Documentary|
72822,Munyurangabo (2007),Drama|
72846,Days and Nights in the Forest (Aranyer Din Ratri) (1970),Drama|
72854,Saga of Gosta Berling, The (Gösta Berlings saga) (1924),Drama|Romance|
72872,Hidden Assassin (Shooter, The) (1995),Action|Crime|Drama|
72880,Flaming Creatures (1963),Drama|
72899,Blissfully Yours (Sud sanaeha) (2002),Drama|Romance|
72910,King of the Children (Hai zi wang) (1987),Drama|
72921,Snow White (1916),Fantasy|Romance|
72929,Art of Dying, The (El Arte de Morir) (2000),Horror|Mystery|Thriller|
72947,Make the Yuletide Gay (2009),Comedy|Romance|
72958,Mum & Dad (2008),Horror|
72995,Offence, The (1972),Crime|Drama|Mystery|
73008,Officer's Ward (chambre des officiers, La) (2001),Drama|Romance|War|
73023,Crazy Heart (2009),Drama|Romance|
73042,Alvin and the Chipmunks: The Squeakquel (2009),Animation|Children|Comedy|Musical|
73060,Film Geek (2005),Comedy|
73099,Profit, The (2001),Drama|
73111,There Was a Crooked Man... (1970),Comedy|Western|
73123,Sweepers (1998),Action|Adventure|Drama|
73137,Variety (Varieté) (1925),Crime|Drama|Romance|
73148,Bridge of Dragons (1999),Action|Romance|Sci-Fi|Thriller|
73158,Clash of the Wolves (1925),Adventure|Romance|Western|
73168,Carriers (2009),Drama|Horror|Thriller|
73188,Mayerling (1936),Drama|
73200,Maskerade (1934),Comedy|Romance|
73211,Pontypool (2008),Horror|Thriller|
73230,Last Warrior, The (Last Patrol, The) (2000),Action|Drama|
73240,Matriarch, The (Lieksa!) (2007),Comedy|Drama|Romance|
73266,Youth in Revolt (2009),Comedy|Drama|Romance|
73284,Missionary Man (2007),Action|Drama|Thriller|Western|
73306,Enid Is Sleeping (1990),Comedy|
73321,Book of Eli, The (2010),Action|Adventure|Drama|
73334,Mister Johnson (1990),Drama|
73359,Guide for the Married Man, A (1967),Comedy|
73386,Staten Island (2009),Crime|Drama|
73401,Yacoubian Building, The (Omaret yakobean) (2006),Drama|
73431,Maiden Heist, The (2009),Comedy|Crime|
73449,V.I.P.s, The (1963),Drama|
73462,Ernest Goes to School (1994),Children|Comedy|Drama|
73472,Shooting War (2000),Documentary|
73488,Blood: The Last Vampire (2009),Action|Horror|Thriller|
73501,Pekka ja Pätkä Suezilla (1958),Comedy|
73515,Bart Got a Room (2008),Comedy|Romance|
73531,Last of England, The (1988),Drama|
73581,Fire-Eater (Tulennielijä) (1998),Drama|
73614,Devil, Probably, The (Diable probablement, Le) (1977),Crime|Drama|
73641,House on Sorority Row, The (1983),Horror|Mystery|Thriller|
73678,Year of the Comet (1992),Action|Adventure|Comedy|Romance|
73713,Butterfly, The (Papillon, Le) (2002),Comedy|Drama|
73744,If You Love (Jos rakastat) (2010),Drama|Musical|Romance|
73774,The Baker's Wife (1938),Comedy|Drama|
73782,Love Story (1943),Drama|
73813,Flock of Dodos: The Evolution-Intelligent Design Circus (2006),Documentary|
73824,Abigail's Party (1977),Drama|
73834,Pokrajina St.2 (2008),Thriller|
73860,Nowhere Boy (2009),Drama|
73872,Living Room of the Nation, The (Kansakunnan olohuone) (2009),Documentary|
73881,3 Idiots (2009),Comedy|Drama|Romance|
73912,Genevieve (1953),Comedy|
73929,Legion (2010),Action|Fantasy|Horror|Thriller|
73981,Man Hunt (1941),Crime|Drama|Thriller|
73991,Pyrates (1991),Comedy|Romance|
74061,Rahtree: Flower of the Night (Buppha Rahtree) (2003),Comedy|Drama|Horror|Thriller|
74089,Peter Pan (1960),Children|Fantasy|Musical|
74103,Female Yakuza Tale: Inquisition and Torture (Yasagure anego den: sôkatsu rinchi) (1973),Action|Crime|Drama|Thriller|
74113,Japan's Longest Day (Nihon no ichiban nagai hi) (1967),Drama|War|
74131,Extraordinary Measures (2010),Drama|
74141,Holy Innocents, The (Santos inocentes, Los) (1984),Drama|
74152,Zach Galifianakis: Live at the Purple Onion (2006),Comedy|Documentary|
74161,Charlie Chan in Shanghai (1935),Comedy|Crime|Mystery|Thriller|
74228,Triangle (2009),Drama|Horror|Mystery|Thriller|
74261,Cimarron (1960),Drama|Western|
74275,I Love You Phillip Morris (2009),Comedy|Drama|Romance|
74297,Electric Shadows (Meng ying tong nian) (2004),Drama|
74310,Vivacious Lady (1938),Comedy|Romance|
74327,First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008),Comedy|Drama|
74342,Captain Newman, M.D. (1963),Comedy|Drama|War|
74404,Hero: Love Story of a Spy, The (2003),Action|Adventure|Drama|Musical|Romance|Thriller|War|
74428,Absurdistan (2008),Comedy|Romance|
74438,Legend of the Red Dragon (a.k.a. New Legend of Shaolin, The) (Hong Xi Guan: Zhi Shao Lin wu zu) (1994),Action|Adventure|Comedy|Drama|Romance|
74452,Wolfman, The (2010),Horror|Thriller|
74473,Case of the Whitechapel Vampire, The (2002),Crime|Mystery|
74484,Bitch Slap (2009),Action|Comedy|Crime|Thriller|
74493,Steam Experiment, The (2009),Drama|Thriller|
74510,Girl Who Played with Fire, The (Flickan som lekte med elden) (2009),Action|Crime|Drama|Mystery|Thriller|
74538,Mademoiselle (1966),Drama|
74553,Secret of Kells, The (2009),Animation|Fantasy|
74582,I Hope They Serve Beer in Hell (2009),Comedy|
74613,Therese Raquin (a.k.a. Adultress, The) (1953),Crime|Drama|Romance|
74630,Tom Thumb (1958),Children|Fantasy|Musical|
74653,Shinjuku Incident (San suk si gin) (2009),Crime|Drama|Thriller|
74673,Fast Lane (2009),Action|Drama|
74681,Pekka ja Pätkä puistotäteinä (1955),Comedy|
74696,Last Train Home (2009),Documentary|Drama|
74727,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),Comedy|Crime|Drama|Mystery|
74740,Fermat's Room (La habitación de Fermat) (2007),Mystery|Thriller|
74754,Room, The (2003),Comedy|Drama|Romance|
74782,On the Threshold (Lars i porten)  (1984),Children|Drama|
74795,Green Zone (2010),Action|Drama|Thriller|War|
74827,Ajami (2009),Crime|Drama|
74864,Road Trip: Beer Pong (2009),Comedy|
74916,Greenberg (2010),Comedy|Drama|
74948,Harry Brown (2009),Crime|Drama|Thriller|
75341,Remember Me (2010),Drama|Romance|
75362,Skeleton Crew (2009),Horror|
75386,Vinyan (2008),Drama|Horror|Thriller|
75397,Torrid Zone (1940),Action|Adventure|Comedy|
75408,Lupin III: Sweet Lost Night (Rupan Sansei: Sweet Lost Night) (2008),Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller|
75423,Devil's Eye, The (Djävulens öga) (1960),Comedy|Drama|Fantasy|
75436,Skin, Skin (Käpy selän alla) (1966),Drama|
75446,Little Ashes (2008),Drama|
75813,Leaves of Grass (2009),Comedy|Crime|Drama|Thriller|
75823,Combat Shock (1986),Drama|Horror|War|
75929,Possession (2009),Drama|Horror|Mystery|Romance|Thriller|
75950,Egyptian, The (1954),Drama|
75981,Who Are you Polly Maggoo (Qui êtes-vous, Polly Maggoo?) (1966),Comedy|
75992,Brothers Karamazov, The (1958),Drama|
76032,After Last Season (2009),Drama|Thriller|
76054,Oceans (Océans) (2009),Documentary|Drama|
76066,Cookers (2001),Drama|Horror|Thriller|
76085,Trash (1970),Drama|
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX|
76119,Extreme Movie (2008),Comedy|
76132,B.N.B. (Bunty Aur Babli) (2005),Adventure|Comedy|Crime|
76145,Scar (2007),Crime|Horror|Thriller|
76153,Lupin III: First Contact (Rupan Sansei: Faasuto Kontakuto) (2002),Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller|
76171,India (Indien) (1993),Comedy|Drama|
76185,Miss Météo (2005),Comedy|Drama|
76210,Defendor (2009),Comedy|Crime|Drama|
76244,Glorious 39 (2009),Drama|Romance|Thriller|War|
76269,Chalte Chalte (2003),Drama|
76288,Swastika (1973),Documentary|
76301,Emperor's New Groove 2: Kronk's New Groove, The (2005),Animation|Children|Comedy|
76533,Dear Me (2008),Comedy|Romance|
76699,Sex Positive (2008),Documentary|
76714,Five Star Final (1931),Drama|
76722,Oklahoma Kid, The (1939),Western|
76738,Steam of Life (Miesten vuoro) (2010),Documentary|
76753,Final, The (2010),Drama|Horror|Thriller|
76770,Steal This Film II (2007),Documentary|
76808,Way I Spent the End of the World, The (Cum mi-am petrecut sfarsitul lumii) (2006),Drama|
76818,Cape No. 7 (Hái-kak chhit-ho) (2008),Comedy|Drama|Romance|
76832,Black Waters of Echo's Pond, The (2009),Fantasy|Horror|Thriller|
76864,Cooking with Stella (2009),Drama|
77143,Caesar and Cleopatra (1945),Comedy|Drama|War|
77156,Affinity (2008),Drama|Romance|
77181,Ascent of Money, The (2008),Documentary|
77201,Valhalla Rising (2009),Action|Drama|War|
77210,Hum Tumhare Hain Sanam (2002),Comedy|Drama|Romance|
77229,Hotel Reserve (1944),Thriller|
77240,I Am Love (Io sono l'amore) (2009),Drama|Romance|
77281,For the Love of Movies (2009),Documentary|
77298,Hell (L'enfer) (2005),Drama|
77312,Genova (Summer in Genoa, A) (2008),Drama|Romance|
77328,Red Riding: 1974 (2009),Crime|Drama|Mystery|Thriller|
77339,Dunwich Horror, The (2009),Horror|
77351,Glory to the Filmmaker! (Kantoku · Banzai!) (2007),Comedy|Drama|
77359,Red Riding: 1983 (2009),Crime|Drama|Mystery|
77412,Panda! Go Panda! (Panda kopanda) (1972),Animation|Children|
77427,Human Centipede, The (First Sequence) (2009),Horror|
77449,Ben (1972),Horror|Thriller|
77468,Bloody Territories (Kôiki bôryoku: ryuuketsu no shima) (1969),Action|Crime|
77491,Last Voyage, The (1960),Drama|
77517,Tobruk (1967),Drama|War|
77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX|
77629,Reindeerspotting - Pako joulumaasta (2010),Documentary|
77672,Ca$h (2010),Crime|Thriller|
77707,When I Grow Up, I'll Be a Kangaroo (Kad porastem bicu Kengur) (2004),Comedy|
77719,Voyager (Homo Faber) (1991),Drama|
77734,Confessions of a Gangsta (2006),Action|
77744,3rd Voice, The (1960),Crime|Drama|Thriller|
77774,Big River Man (2009),Documentary|
77783,Tora-san Our Lovable Tramp (Otoko wa tsurai yo) (1969),Comedy|Drama|Romance|
77800,Four Lions (2010),Comedy|Drama|
77816,Lord, Save Us from Your Followers (2008),Documentary|
77831,Fine, Totally Fine (Zenzen Daijobu) (2008),Comedy|
77841,St Trinian's 2: The Legend of Fritton's Gold (2009),Adventure|Comedy|
77854,Work of Director Michel Gondry, The (2003),Comedy|Documentary|
77883,Heartbeats (Kohtaamisia) (2009),Comedy|Drama|
77899,I'll Cry Tomorrow (1955),Drama|
77919,Chalk Garden, The (1964),Drama|
77944,Art & Copy (2009),Documentary|
77968,Must Read After My Death (2007),Documentary|
77985,Father and Son (Otets i syn) (2003),Drama|
78006,Phantom (O Fantasma) (2000),Drama|
78016,Times and Winds (Bes vakit) (2006),Drama|
78030,Stoic (2009),Drama|
78039,Blue Valentine (2010),Drama|Romance|
78054,Esa ja Vesa - auringonlaskun ratsastajat (1994),Action|Adventure|Comedy|Crime|
78064,Ween Live in Chicago (2004),Documentary|
78073,Lucky Night (1939),Drama|Romance|
78088,Buried (2010),Mystery|Thriller|
78097,Forbidden Door (Pintu Terlarang) (2009),Drama|Mystery|Thriller|
78105,Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX|
78124,Hoffman (1970),Comedy|Drama|Romance|
78140,Supermen of Malegaon (2008),Documentary|
78160,Ricky Gervais Live: Animals (2003),Comedy|
78174,Sex and the City 2 (2010),Comedy|Drama|Romance|
78192,Firaaq (2008),Drama|
78211,Snarveien (Detour) (2009),Horror|Thriller|
78235,Betrayal (1983),Drama|Thriller|
78251,Friendship! (2010),Comedy|
78270,May Fools (Milou en mai) (1990),Comedy|Romance|
78290,Burnt by the Sun 2 (Utomlyonnye solntsem 2) (2010),Drama|
78316,Letters to Juliet (2010),Drama|Romance|
78332,Beautiful Person, The (La belle personne) (2008),Drama|Romance|
78342,Wonderful World (2009),Drama|Romance|
78360,Corridor, The (Koridorius) (1994),Drama|
78379,Dialogues with Solzhenitsyn (Uzel) (1999),Documentary|
78410,Chance Pe Dance (2010),Comedy|Drama|Romance|
78420,House on Telegraph Hill, The (1951),Drama|Film-Noir|Mystery|Thriller|
78445,Woman In Berlin, A (Anonyma - Eine Frau in Berlin) (2008),Drama|War|
78465,Three Little Words (1950),Comedy|Musical|Romance|
78488,Dhoondte Reh Jaoge (2009),Comedy|Drama|
78519,No Highway in the Sky (1951),Drama|Thriller|
78539,Halloween Tree, The (1993),Animation|Children|
78579,Tell-Tale (2009),Drama|Horror|Sci-Fi|Thriller|
78612,Mandingo (1975),Action|Romance|
78622,Nekromantik 2 (1991),Horror|
78633,Casino Jack and the United States of Money (2010),Documentary|
78642,Magic Man (2009),Crime|Mystery|Thriller|
78653,Everyone Else (Alle Anderen) (2009),Drama|Romance|
78669,Kagerô-za (1981),Fantasy|Romance|Thriller|
78681,Wild Hunt, The (2009),Drama|Thriller|
78698,Mercy Streets (2000),Action|Crime|Drama|
78715,Woman of Affairs, A (1928),Drama|
78727,Saving God (2008),Crime|Drama|
78742,Diary of a Mad Housewife (1970),Comedy|Drama|
78759,Special Relationship, The (2010),Drama|
78776,Hannah Free (2009),Drama|
78834,Tomorrow at Dawn (Demain dès l'aube) (2009),Drama|
78858,Dream Wife (1953),Comedy|Romance|
78893,Last Airbender, The (2010),Action|Adventure|Fantasy|
78905,Whirlpool (1949),Crime|Drama|Film-Noir|Mystery|
78919,Fat People (Gordos) (2009),Comedy|
78944,Culloden (The Battle of Culloden) (1964),Documentary|Drama|War|
78955,Rain People, The (1969),Drama|
78965,Puppetry of the Penis: Live at the Forum (Puppetry of the Penis: The Ancient Art of Genital Origami) (2001),Comedy|Documentary|
78978,Cousins, The (Cousins, Les) (1959),Drama|Romance|
78986,Salvador (Puig Antich) (2006),Drama|
79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),Documentary|
79029,Kurt Cobain About a Son (2006),Documentary|Musical|
79043,Inside the Twin Towers (2006),Drama|
79063,Leslie, My Name is Evil (Manson, My Name is Evil) (2009),Comedy|Crime|Fantasy|
79077,Flight That Fought Back, The (2005),Drama|
79094,So Proudly We Hail! (1943),Drama|Romance|War|
79111,Front Line, The (2006),Crime|Drama|Thriller|War|
79134,Grown Ups (2010),Comedy|
79163,Swedish Auto (2006),Drama|Romance|
79191,Roadracers (1994),Drama|
79207,Fear City (1984),Crime|Drama|Mystery|Thriller|
79224,Karate Kid, The (2010),Action|Children|Drama|
79232,Comrades (1986),Drama|
79242,Kids Are All Right, The (2010),Comedy|Drama|
79251,Serbian Film, A (Srpski film) (2010),Horror|Thriller|
79276,Pont du Nord, Le (1981),Comedy|Fantasy|Mystery|
79285,Mammy (1930),Comedy|Drama|Musical|
79303,Sinbad (Szindbád) (1971),Drama|
79327,Patsy, The (1928),Comedy|Drama|Romance|
79337,Downstairs (1932),Drama|
79348,Pearl Jam: Immagine in Cornice - Live in Italy 2006 (2007),Documentary|Musical|
79388,Play Dirty (1969),Action|Adventure|Drama|War|
79402,Telstar: The Joe Meek Story (2008),Comedy|Drama|
79430,8: The Mormon Proposition (2010),Documentary|
79467,Mid-August Lunch (Pranzo di ferragosto) (2008),Comedy|Drama|
79475,Power of Kangwon Province, The (Kangwon-do ui him) (1998),Drama|
79498,Town That Dreaded Sundown, The (1976),Crime|Drama|Horror|Mystery|Thriller|
79515,Farsan (2010),Comedy|
79525,Human Desire (1954),Drama|Film-Noir|
79539,Here and There (Tamo i ovde) (2009),Comedy|Drama|
79547,2:13 (2009),Horror|Thriller|
79565,I Remember (Eu Me Lembro) (2005),Drama|
79575,Solstice (1994),Drama|
79590,Rebound, The (2009),Comedy|Romance|
79599,Operation Endgame (2010),Action|Comedy|Drama|
79610,Affair in Trinidad (1952),Drama|Film-Noir|Musical|Thriller|
79636,Inner Life of Martin Frost, The (2007),Comedy|Drama|
79644,Desperados, The (1969),Western|
79656,Great Caruso, The (1951),Drama|Musical|
79681,Invisible Agent (1942),Adventure|Comedy|Sci-Fi|Thriller|War|
79692,Bjarnfreðarson (2009),Comedy|Drama|
79711,Svengali (1931),Drama|Horror|
79725,Prodigal Sons (2008),Documentary|
79741,See What I'm Saying: The Deaf Entertainers Documentary (2010),Documentary|
79769,Raajneeti (2010),Crime|Drama|Romance|
79794,Crossworlds (1997),Action|Comedy|Sci-Fi|
79802,Lion's Den (Leonera) (2008),Drama|
79824,Babies (Bébé(s)) (2010),Documentary|
79835,Like It Is (1998),Drama|
79846,Spider Forest (Geomi sup) (2004),Drama|Horror|Mystery|Thriller|
79860,Experiment, The (2010),Drama|Thriller|
79870,Smash His Camera (2010),Documentary|
79882,Milka - A Film About Taboos (Milka - elokuva tabuista) (1980),Drama|
79901,Danse: The Paris Opera Ballet, La (La Danse - Le ballet de l'Opéra de Paris) (2009),Documentary|
79916,Tony Manero (2008),Crime|Drama|
79925,Prince of Foxes (1949),Adventure|Drama|
79946,Joneses, The (2009),Comedy|Drama|
79974,Pyaar Impossible (2010),Comedy|Romance|
79994,Wild Grass (Herbes folles, Les) (2009),Drama|Romance|
80020,Jumbo (Billy Rose's Jumbo) (1962),Comedy|Musical|Romance|
80038,Wedding Photographer, The (Bröllopsfotografen) (2009),Comedy|Drama|Romance|
80054,Blood into Wine (2010),Documentary|
80083,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),Action|Adventure|Animation|Fantasy|Sci-Fi|
80100,Camila (1984),Drama|Romance|
80109,King Lear (Korol Lir) (1971),Drama|
80126,American, The (2010),Drama|Thriller|
80137,If God Is Willing and da Creek Don't Rise (2010),Documentary|
80146,Hypothesis of the Stolen Painting, The (L'hypothèse du tableau volé) (1979),Drama|Mystery|
80160,Flintstone Kids' Just Say No Special, The (1988),Animation|Children|
80179,Golem (1980),Drama|Mystery|Sci-Fi|
80189,Dark Wind, The (1991),Action|Mystery|
80204,Vesku from Finland (Vesku) (2010),Documentary|
80214,Swan and the Wanderer, The (Kulkuri ja joutsen) (1999),Drama|
80224,Smart Money (1931),Crime|Drama|
80235,Wedding Song, The (2008),Drama|War|
80258,Moon Is Blue, The (1953),Comedy|Romance|
80269,Above and Beyond (1952),Action|Drama|
80285,Conquest (1937),Drama|Romance|
80295,Reincarnation of Peter Proud, The (1975),Horror|Mystery|
80321,Blood River (2009),Horror|Thriller|Western|
80337,Still Bill (2009),Documentary|
80348,Arch of Triumph (1948),Drama|Romance|War|
80358,Theory of Everything, The (2006),Drama|
80398,22 Bullets (L'immortel) (2010),Action|Crime|Thriller|
80408,Trance (1998),Horror|
80424,Western Union (1941),Western|
80444,Hunchback, The (1997),Drama|
80454,Princess (Prinsessa) (2010),Drama|
80467,Juvenile Court (1973),Documentary|
80478,Man Vanishes, A (Ningen Johatsu) (1967),Documentary|Drama|Mystery|
80491,Kapò (1959),Drama|War|
80502,Infestation (2009),Action|Comedy|Sci-Fi|
80553,Howl (2010),Drama|
80568,Come Blow Your Horn (1963),Comedy|
80582,Girl 27 (2007),Documentary|
80590,Wall Street: Money Never Sleeps (2010),Drama|
80611,Mister Buddwing (1966),Drama|
80622,Rhapsody in Blue (1945),Drama|Musical|
80648,Lone Wolf and Cub: Baby Cart in the Land of Demons (Kozure Ôkami: Meifumadô) (1973),Action|Drama|Thriller|
80659,Edward, My Son (1949),Drama|
80680,Monga (2010),Crime|Drama|
80713,Entre nos (Between Us) (2009),Drama|
80722,Jolly Boys' Last Stand, The (2000),Comedy|Drama|
80731,Paper Will Be Blue, The (Hîrtia va fi albastrã) (2006),Action|Drama|
80740,Luke and Lucy: The Texas Rangers (Suske en Wiske: De Texas rakkers) (2009),Adventure|Animation|Comedy|Western|
80748,Alice in Wonderland (1933),Adventure|Children|Fantasy|
80768,Patsy (2008),Comedy|Drama|Mystery|Romance|
80787,Red Canyon (2008),Action|Horror|Thriller|
80799,West Point (1927),Drama|Romance|
80812,Effi Briest (Fontane - Effi Briest) (1974),Drama|
80825,Shadows (Senki) (2007),Drama|Horror|Mystery|Thriller|
80836,Big Buck Bunny (2008),Animation|Comedy|
80848,Looking for Cheyenne (Oublier Cheyenne) (2005),Drama|Romance|
80864,You Will Meet a Tall Dark Stranger (2010),Comedy|Romance|
80891,Hunger (2009),Horror|Thriller|
80903,One Million B.C. (1940),Adventure|Fantasy|Romance|Sci-Fi|
80924,Where the Red Fern Grows (2003),Drama|
80939,Conviction (2010),Drama|
80952,Promoter, The (Card, The) (1952),Comedy|
80972,Wedding Party, The (Die Bluthochzeit) (2005),Action|Comedy|Drama|
80990,Lady Vanishes, The (1979),Action|Comedy|Mystery|Romance|
81020,Hedgehog, The (Le hérisson) (2009),Comedy|Drama|
81041,American Affair, An (2009),Drama|
81054,Love Is Colder Than Death (Liebe ist kälter als der Tod) (1969),Comedy|Crime|Romance|
81067,Long and Short of It, The (2003),Drama|
81080,Lost Boys: The Thirst (2010),Horror|Thriller|
81090,Tales from the Script (2009),Documentary|
81102,Padrecito, El (Little Priest) (1964),Comedy|Drama|
81111,Peepli Live (2010),Comedy|Drama|
81130,Tube Tales (1999),Drama|
81142,In My Sleep (2009),Drama|Mystery|Thriller|
81152,Early Years: Erik Nietzsche Part 1, The (De unge år: Erik Nietzsche) (2007),Comedy|Drama|
81164,Hole, The (2009),Horror|Thriller|
81184,Short Film About John Bolton, A (2003),Fantasy|Horror|Mystery|
81198,Where Love Has Gone (1964),Drama|
81216,Frogmen, The (1951),Adventure|Drama|War|
81243,Strip-tease (1963),Drama|
81270,My Soul to Take (2010),Horror|Thriller|
81305,Eyes Wide Open (Einayim Petukhoth) (2009),Drama|
81322,Nicht alle waren Mörder (2006),Drama|War|
81333,It Rains in My Village (Bice skoro propast sveta) (1968),Drama|
81355,Employment, The (Empleo, El) (2008),Animation|Comedy|Drama|
81364,Box, The (2007),Crime|Thriller|
81383,Heartbreaker (L'Arnacoeur) (2010),Comedy|Romance|
81391,Eastern Plays (2009),Drama|
81403,Gendarme Gets Married, The (Le gendarme se marie) (1968),Comedy|
81415,Chicken, the Fish and the King Crab, The (El pollo, el pez y el cangrejo real) (2008),Documentary|
81429,Maze, The (2010),Horror|
81443,Counsellor at Law (1933),Drama|
81453,Dial 1119 (1950),Crime|Drama|Film-Noir|
81499,Tenderness (2009),Crime|Drama|Thriller|
81518,Afterwards (2008),Mystery|
81537,Due Date (2010),Comedy|
81564,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX|
81583,Quality Street (1937),Comedy|Drama|Romance|
81591,Black Swan (2010),Drama|Thriller|
81617,Tribute (1980),Comedy|Drama|
81633,Dark and Stormy Night (2009),Comedy|Mystery|
81643,Flame of Barbary Coast (1945),Romance|Western|
81660,1990: The Bronx Warriors (1990: I guerrieri del Bronx) (1982),Action|Sci-Fi|
81671,Tramp, The (Awaara) (Awara) (1951),Drama|Musical|Romance|
81681,I Shot Jesse James (1949),Drama|Romance|Western|
81698,'R Xmas (2001),Crime|Drama|
81708,Four Nights with Anna (Cztery noce z Anna) (2008),Crime|Drama|Thriller|
81727,Thieves by Law (Ganavim Ba Hok) (2010),Documentary|
81738,Older Brother, Younger Sister (Ani imôto) (1953),Drama|
81753,Magnetic Man, The (Magneettimies) (2009),Documentary|
81768,Man Who Could Work Miracles, The (1936),Comedy|Fantasy|
81786,Certified Copy (Copie conforme) (2010),Drama|
81802,Agnosia (2010),Drama|Thriller|
81819,Biutiful (2010),Drama|
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX|
81853,These Are the Damned (a.k.a. The Damned) (1963),Drama|Fantasy|Romance|Sci-Fi|
81880,Wedding Belles (2007),Comedy|Drama|
81910,Art of the Steal, The (2009),Documentary|
81932,Fighter, The (2010),Drama|
81957,World Unseen, The (2007),Drama|Romance|
81979,Monk and the Fish, The (Le moine et le poisson) (1994),Animation|Musical|
81987,From the Clouds to the Resistance (Dalla nube alla resistenza) (1979),Drama|
82003,Rendez-vous d'Anna, Les (Meetings of Anna, The) (1978),Drama|
82011,Bad Family (Paha Perhe) (2010),Comedy|Drama|
82022,Reef, The (2010),Drama|Horror|Thriller|
82035,Cocaine Cowboys II: Hustlin' With the Godmother (2008),Crime|Documentary|
82045,Madam Satan (1930),Comedy|Musical|Romance|
82053,Casino Jack (2010),Comedy|Crime|
82063,Let it Rain (Parlez-moi de la pluie) (2008),Comedy|Drama|
82088,Vincent Wants to Sea (Vincent will meer) (2010),Drama|
82102,Sex & Drugs & Rock & Roll (2010),Comedy|Drama|
82115,Home for Christmas (Hjem til jul) (2010),Drama|
82129,Passionate Friends, The (a.k.a. One Woman's Story) (1949),Drama|
82143,Alone in the Wilderness (2004),Documentary|
82157,August Mordum's Underground (2003),Horror|
82175,Lovers of Hate (2010),Comedy|
82186,It's Alive 2: It Lives Again (1978),Horror|
82202,Tourist, The (2010),Drama|Thriller|
82240,Suck (2009),Comedy|Horror|Musical|
82261,Breaking the Maya Code (2008),Documentary|
82276,Days and Clouds (Giorni e nuvole) (2007),Drama|
82300,Cotton Comes to Harlem (1970),Action|Comedy|
82308,Illustrious Corpses (Cadaveri eccellenti) (1976),Crime|Mystery|Thriller|
82320,Fate (Yazgi) (2001),Drama|
82328,One Fine Spring Day (Bomnaleun ganda) (2001),Drama|
82337,Four Heads Are Better Than One (Un homme de tête) (1898),Fantasy|
82360,Rammbock (2010),Drama|Horror|
82368,Alabama's Ghost (1973),Horror|
